Heart Rate,Skin Conductance,Eye Blink Rate,Pupil Dilation,Cognitive Load
79.56973782587418,2.1760449118733116,17.957965147840714,2.365148060510431,0
65.5845665806148,1.874261588599627,21.84160345502573,1.9270108938408061,0
66.13508980083932,3.7074730871155834,12.125114363651985,4.292957524428266,2
65.24831991341172,2.30218335928235,14.930577176488377,2.7231441434464156,0
92.44570030266222,3.114474166037054,21.710844859761593,2.4025993623534667,0
74.04352774355931,1.2684349772460837,21.123447188722576,3.942245653133592,0
66.60469076655804,2.5874990604607238,19.358260139978235,2.91899362055663,0
75.29701479220779,2.0635098123667355,19.12616079346811,3.2356541448804905,0
80.94066554252377,3.062166751765581,13.550455264893532,2.927702150711814,2
72.77341435028477,2.2102699961867227,18.990544364327725,3.4548189116798023,1
72.02599794670371,2.508613631565195,22.354500083738383,4.896279870541964,1
81.81174132039506,3.1959274253928833,12.018974461319518,4.15787669483458,1
77.63295086346322,3.1626993108363646,21.685481937325697,3.165504180685137,2
64.65967011634697,3.0268708559113167,15.899107875933211,3.3585068436457908,2
84.20132343200126,2.121681208759653,10.652236270839733,2.2535154381383493,1
74.90004585662686,2.042096959781629,20.248693559797115,3.1361431195712854,0
64.97596117706078,1.8367738238399443,25.270703694364897,2.329355532670951,0
81.28204028729552,3.0927434175530184,15.00276095893507,3.466449121848233,2
50.56467282385345,1.7148253857641882,19.872507306423703,3.6533098574569585,0
96.89235084682781,2.1157746127418484,12.198456909743392,3.5306250926927687,2
98.74838291616732,2.021398766325649,22.987367419097993,3.1725250423390965,0
77.89290047322962,3.069813619449487,17.709276185738588,3.3605569880196358,0
78.74828057518963,2.0270546477193148,20.676821151153238,4.7359939617557405,0
83.74971687539096,2.403700680375235,20.0182262107544,4.0049747413892085,2
85.29165859989081,1.9107939283175397,10.625003387566432,3.616652776747763,1
62.92013797684551,1.8425109605783758,22.26729221077366,3.307577127410506,0
77.38362203854273,2.3693525183767257,31.961693751632783,4.54592789402721,0
89.62277727681987,2.3859513142567925,22.480028782083387,2.709163577289757,1
70.25979816700608,2.287871464555602,11.529311071073433,2.831167100041444,1
64.83064847939752,1.386350408988831,18.26953610392686,3.520432498534414,0
75.66979838717417,2.387762827371493,18.47791399102769,3.250346200220729,1
69.07031362154014,2.6705052808607146,15.623573612746181,3.5755663191973706,1
65.357169646546,3.3803576522179517,22.386129139279337,3.5542710454675226,1
63.509815573319464,1.6245303894417251,30.459941528855552,4.369898535361934,0
87.51498137990454,3.1857395011978396,14.075562565998304,3.9720461286403275,2
